name;dosage;form
Amoxicilina + Ácido clavulânico;400 mg/5 ml + 57 mg/5 ml;Pó para suspensão oral
Amoxicilina + Ácido clavulânico;500 mg + 100 mg;Pó para solução injetável
Amoxicilina + Ácido clavulânico;500 mg + 125 mg;Comprimido revestido
Amoxicilina + Ácido clavulânico;500 mg + 125 mg;Comprimido revestido por película
Amoxicilina + Ácido clavulânico;500 mg + 50 mg;Pó para solução injetável
Amoxicilina + Ácido clavulânico;500 mg + 50 mg;Pó para solução injetável ou para perfusão
Amoxicilina + Ácido clavulânico;500 mg/10 ml + 100 mg/10 ml;Pó e solvente para solução injetável
Amoxicilina + Ácido clavulânico;500 mg/10 ml + 50 mg/10 ml;Pó e solvente para solução injetável
Amoxicilina + Ácido clavulânico;600 mg/5 ml + 42.9 mg/5 ml;Pó para suspensão oral
Amoxicilina + Ácido clavulânico;875 mg + 125 mg;Comprimido
Amoxicilina + Ácido clavulânico;875 mg + 125 mg;Comprimido dispersível
Amoxicilina + Ácido clavulânico;875 mg + 125 mg;Comprimido revestido
Amoxicilina + Ácido clavulânico;875 mg + 125 mg;Comprimido revestido por película
Ampicilina;1000 mg;Pó para solução injetável
Ampicilina;250 mg;Pó para solução injetável
Ampicilina;500 mg;Pó para solução injetável
Ampicilina + Ampicilina benzatínica;100 mg/4 ml + 400 mg/4 ml;Pó e veículo para suspensão injetável
Ampicilina + Ampicilina benzatínica;200 mg/5 ml + 800 mg/5 ml;Pó e veículo para suspensão injetável
Ampicilina + Ampicilina benzatínica;50 mg/3 ml + 200 mg/3 ml;Pó e veículo para suspensão injetável
Amsacrina;75 mg/1.5 ml;Concentrado e solvente para concentrado para solução para perfusão
Anacinra;100 mg/0.67 ml;Solução injetável
Anagrelida;0.5 mg;Cápsula
Anagrelida;1 mg;Cápsula
Anastrozol;1 mg;Comprimido revestido por película
Andexanet alfa;200 mg;Pó para solução para perfusão
Anfotericina B;5 mg/ml;Concentrado para suspensão para perfusão
Anfotericina B;50 mg;Pó para solução para perfusão
Angiotensina II;2.5 mg/ml;Concentrado para solução para perfusão
Anidulafungina;100 mg;Pó para concentrado para solução para perfusão
Antazolina + Nafazolina;5 mg/ml + 0.5 mg/ml;"Colírio; solução"
Antitripsina alfa-1;1000 mg/20 ml;Pó e solvente para solução para perfusão
Antitripsina alfa-1;1000 mg/40 ml;Pó e solvente para solução para perfusão
Antitripsina alfa-1;4000 mg/76 ml;Pó e solvente para solução para perfusão
Antitripsina alfa-1;5000 mg/95 ml;Pó e solvente para solução para perfusão
Antitrombina III;1000 U.I./20 ml;Pó e solvente para solução injetável
Antitrombina III;500 U.I./10 ml;Pó e solvente para solução injetável
Apalutamida;60 mg;Comprimido revestido por película
Apixabano;2.5 mg;Comprimido revestido por película
Apixabano;5 mg;Comprimido revestido por película
Apomorfina;10 mg/ml;Solução injetável
Apomorfina;10 mg/ml;Solução injetável em cartucho
Apomorfina;10 mg/ml;Solução injetável ou para perfusão
Apomorfina;5 mg/ml;Solução para perfusão
Apomorfina;5 mg/ml;Solução para perfusão em seringa pré-cheia
Apraclonidina;2.5 mg/0.25 ml;"Colírio; solução"
Apraclonidina;5 mg/ml;"Colírio; solução"
Apremilaste;(10 mg) + (20 mg) + (30 mg);Comprimido revestido por película
Apremilaste;30 mg;Comprimido revestido por película
Aprepitant;(80 mg) + (125 mg);Cápsula
Aprepitant;125 mg;Cápsula
Aprepitant;125 mg;Pó para suspensão oral
Aprepitant;165 mg;Cápsula
Aprepitant;40 mg;Cápsula
Aprepitant;80 mg;Cápsula
Aprotinina;500000 U.I.C/50 ml;Solução para perfusão
Ar medicinal;100%;Gás medicinal comprimido
Argipressina;20 U.I./ml;Concentrado para solução para perfusão
Aripiprazol;1 mg/ml;Solução oral
Aripiprazol;10 mg;Comprimido
Aripiprazol;10 mg;Comprimido orodispersível
Aripiprazol;15 mg;Comprimido
Aripiprazol;15 mg;Comprimido orodispersível
Aripiprazol;20 mg;Comprimido
Aripiprazol;30 mg;Comprimido
Aripiprazol;30 mg;Comprimido orodispersível
Aripiprazol;300 mg;Pó e veículo para suspensão injetável de libertação prolongada
Aripiprazol;400 mg;Pó e veículo para suspensão injetável de libertação prolongada
Aripiprazol;5 mg;Comprimido
Aripiprazol;7.5 mg/ml;Solução injetável
Arteméter + Lumefantrina;20 mg + 120 mg;Comprimido
Artenimol + Piperaquina;20 mg + 160 mg;Comprimido revestido por película
Artenimol + Piperaquina;40 mg + 320 mg;Comprimido revestido por película
Artesunato + Mefloquina;(200 mg) + (250 mg);Comprimido revestido
Articaína + Adrenalina;40 mg/ml + 10 µg/ml;Solução injetável
Articaína + Adrenalina;40 mg/ml + 5 µg/ml;Solução injetável
Asenapina;10 mg;Comprimido sublingual
Asenapina;5 mg;Comprimido sublingual
Asfotase alfa;100 mg/ml;Solução injetável
Asfotase alfa;40 mg/ml;Solução injetável
Asparaginase;10000 U;Pó para concentrado para solução para perfusão
Aspartato de arginina;1000 mg/10 ml;Solução oral
Aspartato de arginina;500 mg;Cápsula
Aspartato de arginina;5000 mg/10 ml;Solução oral
Aspartato de magnésio;1229.6 mg;Pó para solução oral
Aspartato de magnésio + Aspartato de potássio;250 mg + 250 mg;Comprimido
Atalureno;1000 mg;Granulado para suspensão oral
Atalureno;125 mg;Granulado para suspensão oral
Atalureno;250 mg;Granulado para suspensão oral
Atazanavir;100 mg;Cápsula
Atazanavir;150 mg;Cápsula
Atazanavir;200 mg;Cápsula
Atazanavir;300 mg;Cápsula
Atazanavir;50 mg;Pó oral
Atazanavir + Cobicistate;300 mg + 150 mg;Comprimido revestido por película
Atenolol;100 mg;Comprimido
Atenolol;100 mg;Comprimido revestido
Atenolol;100 mg;Comprimido revestido por película
Atenolol;25 mg;Comprimido revestido por película
Atenolol;50 mg;Comprimido
Atenolol;50 mg;Comprimido revestido
Atenolol;50 mg;Comprimido revestido por película
Atenolol + Clorotalidona;100 mg + 25 mg;Comprimido revestido
Atenolol + Clorotalidona;50 mg + 12.5 mg;Comprimido revestido
Atezolizumab;1200 mg/20 ml;Concentrado para solução para perfusão
Atezolizumab;840 mg/14 ml;Concentrado para solução para perfusão
Atomoxetina;10 mg;Cápsula
Atomoxetina;100 mg;Cápsula
Atomoxetina;18 mg;Cápsula
Atomoxetina;25 mg;Cápsula
Atomoxetina;4 mg/ml;Solução oral
Atomoxetina;40 mg;Cápsula
Atomoxetina;60 mg;Cápsula
Atomoxetina;80 mg;Cápsula
Atorvastatina;10 mg;Comprimido para mastigar
Atorvastatina;10 mg;Comprimido revestido por película
Atorvastatina;20 mg;Comprimido para mastigar
Atorvastatina;20 mg;Comprimido revestido por película
Atorvastatina;40 mg;Comprimido para mastigar
Atorvastatina;40 mg;Comprimido revestido por película
Atorvastatina;5 mg;Comprimido para mastigar
Atorvastatina;80 mg;Comprimido revestido por película
Atorvastatina + Ezetimiba;10 mg + 10 mg;Comprimido
Atorvastatina + Ezetimiba;10 mg + 10 mg;Comprimido revestido por película
Atorvastatina + Ezetimiba;20 mg + 10 mg;Comprimido
Atorvastatina + Ezetimiba;20 mg + 10 mg;Comprimido revestido por película
Atorvastatina + Ezetimiba;40 mg + 10 mg;Comprimido
Atorvastatina + Ezetimiba;40 mg + 10 mg;Comprimido revestido por película
Atorvastatina + Ezetimiba;80 mg + 10 mg;Comprimido
Atorvastatina + Ezetimiba;80 mg + 10 mg;Comprimido revestido por película
Atorvastatina + Perindopril;10 mg + 10 mg;Cápsula
Atorvastatina + Perindopril;10 mg + 5 mg;Cápsula
Atorvastatina + Perindopril;20 mg + 10 mg;Cápsula
Atorvastatina + Perindopril;20 mg + 5 mg;Cápsula
Atorvastatina + Perindopril;40 mg + 10 mg;Cápsula
Atorvastatina + Perindopril;40 mg + 5 mg;Cápsula
Atorvastatina + Perindopril + Amlodipina;10 mg + 5 mg + 5 mg;Comprimido revestido por película
Atorvastatina + Perindopril + Amlodipina;20 mg + 10 mg + 10 mg;Comprimido revestido por película
Atorvastatina + Perindopril + Amlodipina;20 mg + 10 mg + 5 mg;Comprimido revestido por película
Atorvastatina + Perindopril + Amlodipina;20 mg + 5 mg + 5 mg;Comprimido revestido por película
Atorvastatina + Perindopril + Amlodipina;40 mg + 10 mg + 10 mg;Comprimido revestido por película
Atosibano;37.5 mg/5 ml;Concentrado para solução para perfusão
Atosibano;6.75 mg/0.9 ml;Solução injetável
Atosibano;6.75 mg/0.9 ml;Solução injetável em seringa pré-cheia
Atosibano;75 mg/10 ml;Concentrado para solução para perfusão
Atovaquona;150 mg/ml;Suspensão oral
Atovaquona + Proguanilo;250 mg + 100 mg;Comprimido revestido por película
Atropina;0.1 mg/ml;Solução injetável em seringa pré-cheia
Atropina;0.2 mg/ml;Solução injetável em seringa pré-cheia
Atropina;0.25 mg/1 ml;Solução injetável
Atropina;0.5 mg/1 ml;Solução injetável
Atropina;1 mg/1 ml;Solução injetável
Atropina;1 mg/ml;Solução para perfusão
Atropina;10 mg/ml;"Colírio; solução"
Atropina;2 mg/ml;Solução para perfusão
Atropina;20 mg/20 ml;Solução injetável
Atropina;200 mg/20 ml;Solução injetável
Atropina;5 mg/ml;Solução para perfusão
Avanafil;100 mg;Comprimido
Avanafil;200 mg;Comprimido
Avanafil;50 mg;Comprimido
Avatrombopag;20 mg;Comprimido revestido por película
Avelumab;20 mg/ml;Concentrado para solução para perfusão
Axicabtagene ciloleucel;0.4 - 2 x10e8 células;Dispersão para perfusão
Axitinib;1 mg;Comprimido revestido por película
Axitinib;3 mg;Comprimido revestido por película
Axitinib;5 mg;Comprimido revestido por película
Axitinib;7 mg;Comprimido revestido por película
Azacitidina;100 mg;Pó para suspensão injetável
Azatioprina;100 mg;Comprimido revestido por película
Azatioprina;25 mg;Comprimido revestido por película
Azatioprina;50 mg;Comprimido revestido por película
Azatioprina;75 mg;Comprimido revestido por película
Azeite + Óleo de soja;160 mg/ml + 40 mg/ml;Emulsão para perfusão
Azelastina;0.125 mg/0.25 ml;"Colírio; solução em recipiente unidose"
Azelastina;0.5 mg/ml;"Colírio; solução"
Azelastina;1 mg/ml;Solução para pulverização nasal
Azelastina + Fluticasona;137 µg/dose + 50 µg/dose;Suspensão para pulverização nasal
Azilsartan medoxomilo;20 mg;Comprimido
Azilsartan medoxomilo;40 mg;Comprimido
Azilsartan medoxomilo;80 mg;Comprimido
Azilsartan medoxomilo + Clorotalidona;40 mg + 12.5 mg;Comprimido revestido por película
Azilsartan medoxomilo + Clorotalidona;40 mg + 25 mg;Comprimido revestido por película
Azitromicina;1000 mg;Comprimido dispersível
Azitromicina;150 mg;Pó para suspensão oral
Azitromicina;200 mg;Pó para suspensão oral
Azitromicina;250 mg;Comprimido dispersível
Azitromicina;250 mg;Comprimido revestido por película
Azitromicina;250 mg;Pó para suspensão oral
Azitromicina;3.75 mg/0.25 g;"Colírio; solução"
Azitromicina;40 mg/ml;Pó para suspensão oral
Azitromicina;500 mg;Comprimido dispersível
Azitromicina;500 mg;Comprimido revestido
Azitromicina;500 mg;Comprimido revestido por película
Azitromicina;500 mg;Pó para solução para perfusão
Azitromicina;500 mg;Pó para suspensão oral
Aztreonam;1000 mg;Pó para solução injetável
Aztreonam;75 mg/1 ml;Pó e solvente para solução para inalação por nebulização
Bacillus doederlein;40 mg;Comprimido vaginal
Bacilo Calmette-Guérin;2 - 8 x10e8 UFC de Tice BCG;Pó para líquido para irrigação vesical
Bacilo Calmette-Guérin;2 x10e8 - 3 x10e9 UFC RIVM BCG;Pó e veículo para suspensão para uso intravesical
Bacitracina;500 U.I./g;Pomada
Bacitracina + Neomicina;250 U.I./g + 3500 U.I./g;Pomada
Bacitracina + Neomicina;35.2 mg + 18.25 mg;Comprimido
Bacitracina + Polimixina B;500 U.I./g + 10000 U.I./g;Pomada
Bacitracina + Retinol;500 U.I./g + 2000 U.I./g;Pomada
Baclofeno;0.05 mg/1 ml;Solução injetável
Baclofeno;10 mg;Comprimido
Baclofeno;10 mg/20 ml;Solução injetável
Baclofeno;10 mg/5 ml;Solução injetável
Baclofeno;25 mg;Comprimido
Baricitinib;2 mg;Comprimido revestido por película
Baricitinib;4 mg;Comprimido revestido por película
Basiliximab;10 mg/5 ml;Pó e solvente para solução para perfusão
Basiliximab;20 mg/5 ml;Pó e solvente para solução para perfusão
Bassorina + Amieiro negro;620 mg/g + 80 mg/g;Granulado
Bazedoxifeno;20 mg;Comprimido revestido por película
Bazedoxifeno + Estrogénios conjugados;20 mg + 0.45 mg;Comprimido de libertação modificada
Beclometasona;100 µg/dose;Solução pressurizada para inalação
Beclometasona;250 µg/dose;Solução pressurizada para inalação
Beclometasona;50 µg/dose;Solução pressurizada para inalação
Beclometasona;50 µg/dose;Suspensão para pulverização nasal
Beclometasona + Formoterol;100 µg/dose + 6 µg/dose;Solução pressurizada para inalação
Beclometasona + Formoterol;200 µg/dose + 6 µg/dose;Pó para inalação
Beclometasona + Formoterol;200 µg/dose + 6 µg/dose;Solução pressurizada para inalação
Beclometasona + Formoterol + Brometo de glicopirrónio;Associação;Solução pressurizada para inalação
Bedaquilina;100 mg;Comprimido
Beladona + Fenolftaleína e outras associações;Associação;Comprimido
Belantamab mafodotina;100 mg;Pó para concentrado para solução para perfusão
Belatacept;250 mg;Pó para concentrado para solução para perfusão
Belimumab;120 mg;Pó para concentrado para solução para perfusão
Belimumab;200 mg/1 ml;Solução injetável em caneta pré-cheia
Belimumab;200 mg/1 ml;Solução injetável em seringa pré-cheia
Belimumab;400 mg;Pó para concentrado para solução para perfusão
Bemiparina sódica;2500 U.I./0.2 ml;Solução injetável
Bemiparina sódica;25000 U.I./ml;Solução injetável
Bemiparina sódica;3500 U.I./0.2 ml;Solução injetável
Bendamustina;2.5 mg/ml;Pó para concentrado para solução para perfusão
Bendamustina;45 mg/ml;Concentrado para solução para perfusão
Bendazac;1.5 mg/0.3 ml;"Colírio; solução"
Bendazac;5 mg/ml;"Colírio; solução"
Bendazac;500 mg;Comprimido revestido
Benfotiamina;100 mg;Comprimido revestido por película
Benfotiamina;150 mg;Comprimido revestido por película
Benralizumab;30 mg/1 ml;Solução injetável em caneta pré-cheia
Benralizumab;30 mg/1 ml;Solução injetável em seringa pré-cheia
Benzidamina;1 mg/ml;Solução vaginal
Benzidamina;1.5 mg/ml;Solução para lavagem da boca
Benzidamina;1.5 mg/ml;Solução para pulverização bucal
Benzidamina;3 mg;Pastilha
Benzidamina;3 mg/ml;Solução para pulverização bucal
Benzidamina;30 mg/g;Creme
Benzidamina;30 mg/g;Gel
Benzidamina;500 mg;Pó para solução vaginal
Benzidamina + Benzocaína;3 mg + 2.5 mg;Pastilha
Benzidamina + Cloreto de cetilpiridínio;1.5 mg/ml + 5 mg/ml;Solução para pulverização bucal
Benzidamina + Cloreto de cetilpiridínio;3 mg + 1 mg;Pastilha
Benzilpenicilina benzatínica;1.2 M.U.I./4 ml;Pó e veículo para suspensão injetável
Benzilpenicilina benzatínica;2.4 M.U.I./6.5 ml;Pó e veículo para suspensão injetável
Benzilpenicilina benzatínica + Benzilpenicilina potássica + Benzilpenicilina procaínica;Associação;Pó e veículo para suspensão injetável
Benzilpenicilina potássica;1 M.U.I.;Pó para solução injetável
Benzilpenicilina potássica;20 M.U.I.;Pó para solução injetável
Benzilpenicilina sódica;1 M.U.I.;Pó para solução injetável
Benzilpenicilina sódica;20 M.U.I.;Pó para solução injetável
Benzoato de benzilo;277 mg/ml;Solução cutânea
Benzocaína;200 mg/g;Gel
Benzocaína;50 mg/ml;Solução dental
Benzocaína + Cloreto de cetilpiridínio;10 mg/ml + 2 mg/ml;Solução para pulverização bucal
Benzocaína + Cloreto de cetilpiridínio;5 mg + 1 mg;Pastilha
Benzocaína + Cloreto de dequalínio;5 mg + 0.25 mg;Pastilha
Benzocaína + Foliculina + Retinol;Associação;Pomada
Besilato de atracúrio;10 mg/ml;Solução injetável
Besilato de atracúrio;10 mg/ml;Solução injetável ou para perfusão
Besilato de cisatracúrio;2 mg/ml;Solução injetável ou para perfusão
Besilato de cisatracúrio;5 mg/ml;Solução injetável ou para perfusão
Besilesomab;1 mg;Conjunto para preparações radiofarmacêuticas
Beta-histina;16 mg;Comprimido
Beta-histina;24 mg;Comprimido
Beta-histina;24 mg;Comprimido orodispersível
Beta-histina;8 mg;Comprimido
Betaína;1000 mg;Pó oral
Betametasona;0.5 mg/g;Creme
Betametasona;0.5 mg/g;Pomada
Betametasona;0.5 mg/g;Solução cutânea
Betametasona;0.5 mg/ml;Solução oral
Betametasona;1 mg/g;Creme
Betametasona;1 mg/g;Pomada
Betametasona;1 mg/g;Solução cutânea
Betametasona;14 mg/2 ml;Suspensão injetável
Betametasona + Ácido fusídico;1 mg/g + 20 mg/g;Creme
Betametasona + Ácido salicílico;0.5 mg/g + 20 mg/g;Solução cutânea
Betametasona + Ácido salicílico;0.5 mg/g + 30 mg/g;Pomada
Betametasona + Ácido salicílico;0.5 mg/ml + 20 mg/ml;Solução cutânea
Betametasona + Calcipotriol;0.5 mg/g + 0.05 mg/g;Espuma cutânea
Betametasona + Calcipotriol;0.5 mg/g + 0.05 mg/g;Gel
Betametasona + Calcipotriol;0.5 mg/g + 0.05 mg/g;Pomada
Betametasona + Clotrimazol;0.5 mg/g + 10 mg/g;Creme
Betametasona + Clotrimazol;0.5 mg/g + 10 mg/g;Pomada
Betametasona + Gentamicina;0.5 mg/g + 1 mg/g;Creme
Betametasona + Gentamicina;0.5 mg/g + 1 mg/g;Pomada
Betametasona + Gentamicina;1 mg/g + 1 mg/g;Creme
Betaxolol;5 mg/ml;"Colírio; solução"
Bevacizumab;25 mg/ml;Concentrado para solução para perfusão
Bexaroteno;75 mg;Cápsula mole
Bezafibrato;200 mg;Comprimido revestido por película
Bezafibrato;400 mg;Comprimido de libertação prolongada
Bezlotoxumab;25 mg/ml;Concentrado para solução para perfusão
Bicalutamida;150 mg;Comprimido revestido por película
Bicalutamida;50 mg;Comprimido revestido por película
Bicarbonato de sódio;1000 mg;Cápsula
Bicarbonato de sódio;1000 mg;Comprimido gastrorresistente
Bicarbonato de sódio;14 mg/ml;Solução injetável
Bicarbonato de sódio;16 mg/ml;Solução injetável
Bicarbonato de sódio;2081.8 mg;Comprimido efervescente
Bicarbonato de sódio;40 mg/ml;Solução injetável
Bicarbonato de sódio;84 mg/ml;Solução injetável
Bicarbonato de sódio;84 mg/ml;Solução para perfusão
Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio + Glucose;Associação;Pó para solução oral
Biclotimol;25 mg/g;Solução para pulverização bucal
Bictegravir + Emtricitabina + Tenofovir alafenamida;50 mg + 200 mg + 25 mg;Comprimido revestido por película
Bifonazol;10 mg/g;Creme
Bifonazol;10 mg/ml;Solução cutânea
Bifonazol;10 mg/ml;Solução para pulverização cutânea
Bilastina;10 mg;Comprimido orodispersível
Bilastina;2.5 mg/ml;Solução oral
Bilastina;20 mg;Comprimido
Bimatoprost;0.1 mg/ml;"Colírio; solução"
Bimatoprost;0.3 mg/ml;"Colírio; solução"
Bimatoprost + Timolol;0.3 mg/ml + 5 mg/ml;"Colírio; solução"
Bimatoprost + Timolol;0.3 mg/ml + 5 mg/ml;"Colírio; solução em recipiente unidose"
Binimetinib;15 mg;Comprimido revestido por película
Bioflavonóides;1000 mg;Comprimido revestido por película
Bioflavonóides;500 mg;Comprimido revestido por película
Biperideno;2 mg;Comprimido
Biperideno;4 mg;Comprimido de libertação prolongada
